userId,movieId,title
154,653,Dragonheart (1996)
154,714,Dead Man (1995)
155,183,Mute Witness (1994)
155,137,Man of the Year (1995)
155,728,Cold Comfort Farm (1995)
155,517,Rising Sun (1993)
155,161,Crimson Tide (1995)
156,184,Nadja (1994)
156,315,"Specialist, The (1994)"
156,535,Short Cuts (1993)
156,449,Fear of a Black Hat (1994)
156,741,Ghost in the Shell (Kôkaku kidôtai) (1995)
157,185,"Net, The (1995)"
157,384,Bad Company (1995)
157,113,Before and After (1996)
157,450,With Honors (1994)
157,225,Disclosure (1994)
158,186,Nine Months (1995)
158,706,Sunset Park (1996)
158,103,Unforgettable (1996)
158,273,Mary Shelley's Frankenstein (Frankenstein) (1994)
158,504,No Escape (1994)
159,187,Party Girl (1995)
159,563,Germinal (1993)
159,488,M. Butterfly (1993)
159,10,GoldenEye (1995)
159,50,"Usual Suspects, The (1995)"
160,188,"Prophecy, The (1995)"
160,371,"Paper, The (1994)"
160,354,Cobb (1994)
160,102,Mr. Wrong (1996)
160,695,True Crime (1996)
161,189,Reckless (1995)
161,454,"Firm, The (1993)"
161,196,Species (1995)
161,556,"War Room, The (1993)"
161,351,"Corrina, Corrina (1994)"
162,190,Safe (1995)
162,141,"Birdcage, The (1996)"
162,464,Hard Target (1993)
162,500,Mrs. Doubtfire (1993)
162,519,RoboCop 3 (1993)
163,191,"Scarlet Letter, The (1995)"
163,415,Another Stakeout (1993)
163,548,Terminal Velocity (1994)
163,345,"Adventures of Priscilla, Queen of the Desert, The (1994)"
163,11,"American President, The (1995)"
164,193,Showgirls (1995)
164,568,Bhaji on the Beach (1993)
164,344,Ace Ventura: Pet Detective (1994)
164,567,Kika (1993)
164,306,Three Colors: Red (Trois couleurs: Rouge) (1994)
165,194,Smoke (1995)
165,568,Bhaji on the Beach (1993)
165,567,Kika (1993)
165,457,"Fugitive, The (1993)"
165,87,Dunston Checks In (1996)
166,195,Something to Talk About (1995)
166,496,What Happened Was... (1994)
166,276,Milk Money (1994)
166,292,Outbreak (1995)
166,284,New York Cop (Nyû Yôku no koppu) (1993)
167,196,Species (1995)
167,371,"Paper, The (1994)"
167,255,"Jerky Boys, The (1995)"
167,276,Milk Money (1994)
167,496,What Happened Was... (1994)
168,198,Strange Days (1995)
168,256,Junior (1994)
168,16,Casino (1995)
168,163,Desperado (1995)
168,535,Short Cuts (1993)
169,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
169,48,Pocahontas (1995)
169,436,Color of Night (1994)
169,233,Exotica (1994)
169,412,"Age of Innocence, The (1993)"
170,201,Three Wishes (1995)
170,434,Cliffhanger (1993)
170,105,"Bridges of Madison County, The (1995)"
170,522,Romper Stomper (1992)
170,519,RoboCop 3 (1993)
171,202,Total Eclipse (1995)
171,427,Boxing Helena (1993)
171,441,Dazed and Confused (1993)
171,371,"Paper, The (1994)"
171,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
172,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
172,457,"Fugitive, The (1993)"
172,220,Castle Freak (1995)
172,728,Cold Comfort Farm (1995)
172,163,Desperado (1995)
173,204,Under Siege 2: Dark Territory (1995)
173,536,"Simple Twist of Fate, A (1994)"
173,105,"Bridges of Madison County, The (1995)"
173,510,Poetic Justice (1993)
173,389,"Colonel Chabert, Le (1994)"
174,205,Unstrung Heroes (1995)
174,718,"Visitors, The (Visiteurs, Les) (1993)"
174,510,Poetic Justice (1993)
174,389,"Colonel Chabert, Le (1994)"
174,594,Snow White and the Seven Dwarfs (1937)
175,206,Unzipped (1995)
175,170,Hackers (1995)
175,97,"Hate (Haine, La) (1995)"
175,679,"Run of the Country, The (1995)"
175,467,Live Nude Girls (1995)
176,207,"Walk in the Clouds, A (1995)"
176,152,"Addiction, The (1995)"
176,552,"Three Musketeers, The (1993)"
176,89,Nick of Time (1995)
176,382,Wolf (1994)
177,208,Waterworld (1995)
177,75,Big Bully (1996)
177,612,"Pallbearer, The (1996)"
177,726,Last Dance (1996)
177,436,Color of Night (1994)
178,209,White Man's Burden (1995)
178,292,Outbreak (1995)
178,79,"Juror, The (1996)"
178,502,"Next Karate Kid, The (1994)"
178,425,Blue Sky (1994)
179,210,Wild Bill (1995)
179,152,"Addiction, The (1995)"
179,536,"Simple Twist of Fate, A (1994)"
179,105,"Bridges of Madison County, The (1995)"
179,434,Cliffhanger (1993)
180,211,"Browning Version, The (1994)"
180,458,Geronimo: An American Legend (1993)
180,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)"
180,457,"Fugitive, The (1993)"
180,85,Angels and Insects (1995)
181,212,Bushwhacked (1995)
181,6,Heat (1995)
181,731,Heaven's Prisoners (1996)
181,205,Unstrung Heroes (1995)
181,472,I'll Do Anything (1994)
182,213,Burnt by the Sun (Utomlyonnye solntsem) (1994)
182,762,Striptease (1996)
182,475,In the Name of the Father (1993)
182,547,Surviving the Game (1994)
182,71,Fair Game (1995)
183,214,Before the Rain (Pred dozhdot) (1994)
183,568,Bhaji on the Beach (1993)
183,626,"Thin Line Between Love and Hate, A (1996)"
183,87,Dunston Checks In (1996)
183,107,Muppet Treasure Island (1996)
184,215,Before Sunrise (1995)
184,597,Pretty Woman (1990)
184,181,Mighty Morphin Power Rangers: The Movie (1995)
184,653,Dragonheart (1996)
184,691,Mrs. Winterbourne (1996)
185,216,Billy Madison (1995)
185,284,New York Cop (Nyû Yôku no koppu) (1993)
185,20,Money Train (1995)
185,302,"Queen Margot (Reine Margot, La) (1994)"
185,158,Casper (1995)
186,217,"Babysitter, The (1995)"
186,354,Cobb (1994)
186,726,Last Dance (1996)
186,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
186,176,Living in Oblivion (1995)
187,218,Boys on the Side (1995)
187,496,What Happened Was... (1994)
187,710,Celtic Pride (1996)
187,371,"Paper, The (1994)"
187,16,Casino (1995)
188,219,"Cure, The (1995)"
188,663,Kids in the Hall: Brain Candy (1996)
188,600,Love and a .45 (1994)
188,153,Batman Forever (1995)
188,331,Tom & Viv (1994)
189,220,Castle Freak (1995)
189,433,Clean Slate (1994)
189,242,Farinelli: il castrato (1994)
189,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)"
189,25,Leaving Las Vegas (1995)
190,222,Circle of Friends (1995)
190,711,Flipper (1996)
190,284,New York Cop (Nyû Yôku no koppu) (1993)
190,341,Double Happiness (1994)
190,747,"Stupids, The (1996)"
191,223,Clerks (1994)
191,748,"Arrival, The (1996)"
191,43,Restoration (1995)
191,125,Flirting With Disaster (1996)
191,510,Poetic Justice (1993)
192,224,Don Juan DeMarco (1995)
192,552,"Three Musketeers, The (1993)"
192,26,Othello (1995)
192,62,Mr. Holland's Opus (1995)
192,434,Cliffhanger (1993)
193,225,Disclosure (1994)
193,458,Geronimo: An American Legend (1993)
193,17,Sense and Sensibility (1995)
193,284,New York Cop (Nyû Yôku no koppu) (1993)
193,457,"Fugitive, The (1993)"
194,227,Drop Zone (1994)
194,174,Jury Duty (1995)
194,295,"Pyromaniac's Love Story, A (1995)"
194,253,Interview with the Vampire: The Vampire Chronicles (1994)
194,423,Blown Away (1994)
195,228,Destiny Turns on the Radio (1995)
195,517,Rising Sun (1993)
195,449,Fear of a Black Hat (1994)
195,213,Burnt by the Sun (Utomlyonnye solntsem) (1994)
195,487,Lightning Jack (1994)
196,229,Death and the Maiden (1994)
196,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)"
196,568,Bhaji on the Beach (1993)
196,129,Pie in the Sky (1996)
196,220,Castle Freak (1995)
197,230,Dolores Claiborne (1995)
197,377,Speed (1994)
197,76,Screamers (1995)
197,17,Sense and Sensibility (1995)
197,458,Geronimo: An American Legend (1993)
198,231,Dumb & Dumber (Dumb and Dumber) (1994)
198,449,Fear of a Black Hat (1994)
198,695,True Crime (1996)
198,371,"Paper, The (1994)"
198,487,Lightning Jack (1994)
199,232,Eat Drink Man Woman (Yin shi nan nu) (1994)
199,726,Last Dance (1996)
199,449,Fear of a Black Hat (1994)
199,547,Surviving the Game (1994)
199,535,Short Cuts (1993)
200,233,Exotica (1994)
200,75,Big Bully (1996)
200,254,Jefferson in Paris (1995)
200,547,Surviving the Game (1994)
200,436,Color of Night (1994)
201,234,Exit to Eden (1994)
201,695,True Crime (1996)
201,371,"Paper, The (1994)"
201,48,Pocahontas (1995)
201,345,"Adventures of Priscilla, Queen of the Desert, The (1994)"
202,235,Ed Wood (1994)
202,535,Short Cuts (1993)
202,741,Ghost in the Shell (Kôkaku kidôtai) (1995)
202,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
202,329,Star Trek: Generations (1994)
203,236,French Kiss (1995)
203,502,"Next Karate Kid, The (1994)"
203,524,Rudy (1993)
203,457,"Fugitive, The (1993)"
203,711,Flipper (1996)
204,237,Forget Paris (1995)
204,292,Outbreak (1995)
204,496,What Happened Was... (1994)
204,270,Love Affair (1994)
204,478,Jimmy Hollywood (1994)
205,238,Far From Home: The Adventures of Yellow Dog (1995)
205,332,Village of the Damned (1995)
205,135,Down Periscope (1996)
205,714,Dead Man (1995)
205,175,Kids (1995)
206,239,"Goofy Movie, A (1995)"
206,310,Rent-a-Kid (1995)
206,177,Lord of Illusions (1995)
206,515,"Remains of the Day, The (1993)"
206,608,Fargo (1996)
207,240,Hideaway (1995)
207,321,Strawberry and Chocolate (Fresa y chocolate) (1993)
207,150,Apollo 13 (1995)
207,450,With Honors (1994)
207,311,Relative Fear (1994)
208,241,Fluke (1995)
208,568,Bhaji on the Beach (1993)
208,386,S.F.W. (1994)
208,107,Muppet Treasure Island (1996)
208,214,Before the Rain (Pred dozhdot) (1994)
209,242,Farinelli: il castrato (1994)
209,220,Castle Freak (1995)
209,25,Leaving Las Vegas (1995)
209,502,"Next Karate Kid, The (1994)"
209,478,Jimmy Hollywood (1994)
210,243,Gordy (1995)
210,541,Blade Runner (1982)
210,720,Wallace & Gromit: The Best of Aardman Animation (1996)
210,85,Angels and Insects (1995)
210,714,Dead Man (1995)
211,246,Hoop Dreams (1994)
211,609,Homeward Bound II: Lost in San Francisco (1996)
211,70,From Dusk Till Dawn (1996)
211,284,New York Cop (Nyû Yôku no koppu) (1993)
211,319,Shallow Grave (1994)
212,247,Heavenly Creatures (1994)
212,319,Shallow Grave (1994)
212,284,New York Cop (Nyû Yôku no koppu) (1993)
212,69,Friday (1995)
212,346,Backbeat (1993)
213,248,Houseguest (1994)
213,82,Antonia's Line (Antonia) (1995)
213,267,Major Payne (1995)
213,502,"Next Karate Kid, The (1994)"
213,700,Angus (1995)
214,249,Immortal Beloved (1994)
214,446,Farewell My Concubine (Ba wang bie ji) (1993)
214,310,Rent-a-Kid (1995)
214,239,"Goofy Movie, A (1995)"
214,617,"Flower of My Secret, The (La flor de mi secreto) (1995)"
215,250,Heavyweights (Heavy Weights) (1995)
215,425,Blue Sky (1994)
215,195,Something to Talk About (1995)
215,410,Addams Family Values (1993)
215,289,Only You (1994)
216,251,"Hunted, The (1995)"
216,184,Nadja (1994)
216,473,In the Army Now (1994)
216,535,Short Cuts (1993)
216,315,"Specialist, The (1994)"
217,252,I.Q. (1994)
217,19,Ace Ventura: When Nature Calls (1995)
217,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
217,423,Blown Away (1994)
217,335,Underneath (1995)
218,253,Interview with the Vampire: The Vampire Chronicles (1994)
218,85,Angels and Insects (1995)
218,227,Drop Zone (1994)
218,425,Blue Sky (1994)
218,276,Milk Money (1994)
219,254,Jefferson in Paris (1995)
219,276,Milk Money (1994)
219,762,Striptease (1996)
219,496,What Happened Was... (1994)
219,547,Surviving the Game (1994)
220,255,"Jerky Boys, The (1995)"
220,496,What Happened Was... (1994)
220,276,Milk Money (1994)
220,700,Angus (1995)
220,371,"Paper, The (1994)"
221,256,Junior (1994)
221,535,Short Cuts (1993)
221,184,Nadja (1994)
221,331,Tom & Viv (1994)
221,726,Last Dance (1996)
222,257,Just Cause (1995)
222,346,Backbeat (1993)
222,270,Love Affair (1994)
222,496,What Happened Was... (1994)
222,168,First Knight (1995)
223,258,"Kid in King Arthur's Court, A (1995)"
223,292,Outbreak (1995)
223,195,Something to Talk About (1995)
223,425,Blue Sky (1994)
223,496,What Happened Was... (1994)
224,259,Kiss of Death (1995)
224,234,Exit to Eden (1994)
224,422,Blink (1994)
224,741,Ghost in the Shell (Kôkaku kidôtai) (1995)
224,315,"Specialist, The (1994)"
225,260,Star Wars: Episode IV - A New Hope (1977)
225,741,Ghost in the Shell (Kôkaku kidôtai) (1995)
225,234,Exit to Eden (1994)
225,19,Ace Ventura: When Nature Calls (1995)
225,305,Ready to Wear (Pret-A-Porter) (1994)
226,261,Little Women (1994)
226,547,Surviving the Game (1994)
226,254,Jefferson in Paris (1995)
226,71,Fair Game (1995)
226,762,Striptease (1996)
227,262,"Little Princess, A (1995)"
227,284,New York Cop (Nyû Yôku no koppu) (1993)
227,367,"Mask, The (1994)"
227,616,"Aristocats, The (1970)"
227,270,Love Affair (1994)
228,263,Ladybird Ladybird (1994)
228,568,Bhaji on the Beach (1993)
228,458,Geronimo: An American Legend (1993)
228,267,Major Payne (1995)
228,157,Canadian Bacon (1995)
229,265,Like Water for Chocolate (Como agua para chocolate) (1992)
229,272,"Madness of King George, The (1994)"
229,536,"Simple Twist of Fate, A (1994)"
229,434,Cliffhanger (1993)
229,718,"Visitors, The (Visiteurs, Les) (1993)"
230,266,Legends of the Fall (1994)
230,276,Milk Money (1994)
230,496,What Happened Was... (1994)
230,255,"Jerky Boys, The (1995)"
230,155,Beyond Rangoon (1995)
231,267,Major Payne (1995)
231,568,Bhaji on the Beach (1993)
231,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)
231,457,"Fugitive, The (1993)"
231,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)"
232,269,My Crazy Life (Mi vida loca) (1993)
232,75,Big Bully (1996)
232,436,Color of Night (1994)
232,314,"Secret of Roan Inish, The (1994)"
232,547,Surviving the Game (1994)
233,270,Love Affair (1994)
233,284,New York Cop (Nyû Yôku no koppu) (1993)
233,711,Flipper (1996)
233,747,"Stupids, The (1996)"
233,496,What Happened Was... (1994)
234,271,Losing Isaiah (1995)
234,19,Ace Ventura: When Nature Calls (1995)
234,20,Money Train (1995)
234,252,I.Q. (1994)
234,161,Crimson Tide (1995)
235,272,"Madness of King George, The (1994)"
235,41,Richard III (1995)
235,510,Poetic Justice (1993)
235,265,Like Water for Chocolate (Como agua para chocolate) (1992)
235,519,RoboCop 3 (1993)
236,273,Mary Shelley's Frankenstein (Frankenstein) (1994)
236,450,With Honors (1994)
236,704,"Quest, The (1996)"
236,741,Ghost in the Shell (Kôkaku kidôtai) (1995)
236,260,Star Wars: Episode IV - A New Hope (1977)
237,274,Man of the House (1995)
237,284,New York Cop (Nyû Yôku no koppu) (1993)
237,262,"Little Princess, A (1995)"
237,270,Love Affair (1994)
237,322,Swimming with Sharks (1995)
238,275,Mixed Nuts (1994)
238,166,"Doom Generation, The (1995)"
238,484,Lassie (1994)
238,497,Much Ado About Nothing (1993)
238,531,"Secret Garden, The (1993)"
239,276,Milk Money (1994)
239,496,What Happened Was... (1994)
239,254,Jefferson in Paris (1995)
239,195,Something to Talk About (1995)
239,710,Celtic Pride (1996)
240,277,Miracle on 34th Street (1994)
240,325,National Lampoon's Senior Trip (1995)
240,46,How to Make an American Quilt (1995)
240,671,Mystery Science Theater 3000: The Movie (1996)
240,731,Heaven's Prisoners (1996)
241,278,Miami Rhapsody (1995)
241,341,Double Happiness (1994)
241,478,Jimmy Hollywood (1994)
241,574,Spanking the Monkey (1994)
241,44,Mortal Kombat (1995)
242,279,My Family (1995)
242,534,Shadowlands (1993)
242,156,Blue in the Face (1995)
242,703,Boys (1996)
242,49,When Night Is Falling (1995)
243,280,Murder in the First (1995)
243,325,National Lampoon's Senior Trip (1995)
243,553,Tombstone (1993)
243,453,For Love or Money (1993)
243,718,"Visitors, The (Visiteurs, Les) (1993)"
244,281,Nobody's Fool (1994)
244,611,Hellraiser: Bloodline (1996)
244,305,Ready to Wear (Pret-A-Porter) (1994)
244,214,Before the Rain (Pred dozhdot) (1994)
244,11,"American President, The (1995)"
245,282,Nell (1994)
245,454,"Firm, The (1993)"
245,556,"War Room, The (1993)"
245,579,"Escort, The (Scorta, La) (1993)"
245,412,"Age of Innocence, The (1993)"
246,283,New Jersey Drive (1995)
246,158,Casper (1995)
246,550,Threesome (1994)
246,496,What Happened Was... (1994)
246,425,Blue Sky (1994)
247,284,New York Cop (Nyû Yôku no koppu) (1993)
247,747,"Stupids, The (1996)"
247,433,Clean Slate (1994)
247,168,First Knight (1995)
247,496,What Happened Was... (1994)
248,285,Beyond Bedlam (1993)
248,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)
248,541,Blade Runner (1982)
248,720,Wallace & Gromit: The Best of Aardman Animation (1996)
248,457,"Fugitive, The (1993)"
249,287,Nina Takes a Lover (1994)
249,75,Big Bully (1996)
249,346,Backbeat (1993)
249,435,Coneheads (1993)
249,339,While You Were Sleeping (1995)
250,288,Natural Born Killers (1994)
250,454,"Firm, The (1993)"
250,602,"Great Day in Harlem, A (1994)"
250,303,"Quick and the Dead, The (1995)"
250,66,Lawnmower Man 2: Beyond Cyberspace (1996)
251,289,Only You (1994)
251,16,Casino (1995)
251,495,In the Realm of the Senses (Ai no corrida) (1976)
251,458,Geronimo: An American Legend (1993)
251,337,What's Eating Gilbert Grape (1993)
252,290,Once Were Warriors (1994)
252,459,"Getaway, The (1994)"
252,175,Kids (1995)
252,360,I Love Trouble (1994)
252,523,Ruby in Paradise (1993)
253,291,Poison Ivy II (1996)
253,256,Junior (1994)
253,93,Vampire in Brooklyn (1995)
253,81,Things to Do in Denver When You're Dead (1995)
253,328,Tales from the Crypt Presents: Demon Knight (1995)
254,292,Outbreak (1995)
254,496,What Happened Was... (1994)
254,195,Something to Talk About (1995)
254,457,"Fugitive, The (1993)"
254,284,New York Cop (Nyû Yôku no koppu) (1993)
255,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
255,196,Species (1995)
255,261,Little Women (1994)
255,470,House Party 3 (1994)
255,305,Ready to Wear (Pret-A-Porter) (1994)
256,294,"Perez Family, The (1995)"
256,15,Cutthroat Island (1995)
256,21,Get Shorty (1995)
256,532,Serial Mom (1994)
256,287,Nina Takes a Lover (1994)
257,295,"Pyromaniac's Love Story, A (1995)"
257,227,Drop Zone (1994)
257,371,"Paper, The (1994)"
257,102,Mr. Wrong (1996)
257,352,Crooklyn (1994)
258,296,Pulp Fiction (1994)
258,711,Flipper (1996)
258,747,"Stupids, The (1996)"
258,220,Castle Freak (1995)
258,284,New York Cop (Nyû Yôku no koppu) (1993)
259,298,Pushing Hands (Tui shou) (1992)
259,695,True Crime (1996)
259,7,Sabrina (1995)
259,195,Something to Talk About (1995)
259,371,"Paper, The (1994)"
260,299,Priest (1994)
260,328,Tales from the Crypt Presents: Demon Knight (1995)
260,218,Boys on the Side (1995)
260,256,Junior (1994)
260,213,Burnt by the Sun (Utomlyonnye solntsem) (1994)
261,300,Quiz Show (1994)
261,157,Canadian Bacon (1995)
261,17,Sense and Sensibility (1995)
261,495,In the Realm of the Senses (Ai no corrida) (1976)
261,284,New York Cop (Nyû Yôku no koppu) (1993)
262,301,Picture Bride (Bijo photo) (1994)
262,141,"Birdcage, The (1996)"
262,688,Operation Dumbo Drop (1995)
262,355,"Flintstones, The (1994)"
262,464,Hard Target (1993)
263,302,"Queen Margot (Reine Margot, La) (1994)"
263,733,"Rock, The (1996)"
263,171,Jeffrey (1995)
263,233,Exotica (1994)
263,556,"War Room, The (1993)"
264,303,"Quick and the Dead, The (1995)"
264,457,"Fugitive, The (1993)"
264,345,"Adventures of Priscilla, Queen of the Desert, The (1994)"
264,382,Wolf (1994)
264,129,Pie in the Sky (1996)
265,304,Roommates (1995)
265,345,"Adventures of Priscilla, Queen of the Desert, The (1994)"
265,235,Ed Wood (1994)
265,707,Mulholland Falls (1996)
265,176,Living in Oblivion (1995)
266,305,Ready to Wear (Pret-A-Porter) (1994)
266,741,Ghost in the Shell (Kôkaku kidôtai) (1995)
266,535,Short Cuts (1993)
266,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
266,371,"Paper, The (1994)"
267,306,Three Colors: Red (Trois couleurs: Rouge) (1994)
267,568,Bhaji on the Beach (1993)
267,344,Ace Ventura: Pet Detective (1994)
267,267,Major Payne (1995)
267,457,"Fugitive, The (1993)"
268,307,Three Colors: Blue (Trois couleurs: Bleu) (1993)
268,741,Ghost in the Shell (Kôkaku kidôtai) (1995)
268,305,Ready to Wear (Pret-A-Porter) (1994)
268,535,Short Cuts (1993)
268,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
269,308,Three Colors: White (Trzy kolory: Bialy) (1994)
269,379,Timecop (1994)
269,177,Lord of Illusions (1995)
269,520,Robin Hood: Men in Tights (1993)
269,419,"Beverly Hillbillies, The (1993)"
270,310,Rent-a-Kid (1995)
270,177,Lord of Illusions (1995)
270,239,"Goofy Movie, A (1995)"
270,446,Farewell My Concubine (Ba wang bie ji) (1993)
270,515,"Remains of the Day, The (1993)"
271,311,Relative Fear (1994)
271,387,"Low Down Dirty Shame, A (1994)"
271,432,City Slickers II: The Legend of Curly's Gold (1994)
271,353,"Crow, The (1994)"
271,306,Three Colors: Red (Trois couleurs: Rouge) (1994)
272,312,Stuart Saves His Family (1995)
272,24,Powder (1995)
272,747,"Stupids, The (1996)"
272,284,New York Cop (Nyû Yôku no koppu) (1993)
272,15,Cutthroat Island (1995)
273,313,"Swan Princess, The (1994)"
273,510,Poetic Justice (1993)
273,265,Like Water for Chocolate (Como agua para chocolate) (1992)
273,272,"Madness of King George, The (1994)"
273,41,Richard III (1995)
274,314,"Secret of Roan Inish, The (1994)"
274,762,Striptease (1996)
274,75,Big Bully (1996)
274,435,Coneheads (1993)
274,254,Jefferson in Paris (1995)
275,315,"Specialist, The (1994)"
275,184,Nadja (1994)
275,449,Fear of a Black Hat (1994)
275,741,Ghost in the Shell (Kôkaku kidôtai) (1995)
275,331,Tom & Viv (1994)
276,316,Stargate (1994)
276,146,"Amazing Panda Adventure, The (1995)"
276,617,"Flower of My Secret, The (La flor de mi secreto) (1995)"
276,575,"Little Rascals, The (1994)"
276,277,Miracle on 34th Street (1994)
277,317,"Santa Clause, The (1994)"
277,617,"Flower of My Secret, The (La flor de mi secreto) (1995)"
277,393,Street Fighter (1994)
277,446,Farewell My Concubine (Ba wang bie ji) (1993)
277,564,Chasers (1994)
278,318,"Shawshank Redemption, The (1994)"
278,685,It's My Party (1996)
278,66,Lawnmower Man 2: Beyond Cyberspace (1996)
278,495,In the Realm of the Senses (Ai no corrida) (1976)
278,79,"Juror, The (1996)"
279,319,Shallow Grave (1994)
279,674,Barbarella (1968)
279,496,What Happened Was... (1994)
279,284,New York Cop (Nyû Yôku no koppu) (1993)
279,247,Heavenly Creatures (1994)
280,320,Suture (1993)
280,233,Exotica (1994)
280,612,"Pallbearer, The (1996)"
280,208,Waterworld (1995)
280,551,"Nightmare Before Christmas, The (1993)"
281,321,Strawberry and Chocolate (Fresa y chocolate) (1993)
281,539,Sleepless in Seattle (1993)
281,474,In the Line of Fire (1993)
281,342,Muriel's Wedding (1994)
281,261,Little Women (1994)
282,322,Swimming with Sharks (1995)
282,496,What Happened Was... (1994)
282,371,"Paper, The (1994)"
282,276,Milk Money (1994)
282,408,8 Seconds (1994)
283,324,"Sum of Us, The (1994)"
283,60,"Indian in the Cupboard, The (1995)"
283,210,Wild Bill (1995)
283,485,Last Action Hero (1993)
283,40,"Cry, the Beloved Country (1995)"
284,325,National Lampoon's Senior Trip (1995)
284,105,"Bridges of Madison County, The (1995)"
284,731,Heaven's Prisoners (1996)
284,277,Miracle on 34th Street (1994)
284,718,"Visitors, The (Visiteurs, Les) (1993)"
285,326,To Live (Huozhe) (1994)
285,198,Strange Days (1995)
285,163,Desperado (1995)
285,388,Boys Life (1995)
285,535,Short Cuts (1993)
286,327,Tank Girl (1995)
286,171,Jeffrey (1995)
286,487,Lightning Jack (1994)
286,695,True Crime (1996)
286,342,Muriel's Wedding (1994)
287,328,Tales from the Crypt Presents: Demon Knight (1995)
287,410,Addams Family Values (1993)
287,547,Surviving the Game (1994)
287,71,Fair Game (1995)
287,299,Priest (1994)
288,329,Star Trek: Generations (1994)
288,726,Last Dance (1996)
288,547,Surviving the Game (1994)
288,475,In the Name of the Father (1993)
288,535,Short Cuts (1993)
289,330,Tales from the Hood (1995)
289,68,French Twist (Gazon maudit) (1995)
289,595,Beauty and the Beast (1991)
289,592,Batman (1989)
289,102,Mr. Wrong (1996)
290,331,Tom & Viv (1994)
290,698,Delta of Venus (1995)
290,535,Short Cuts (1993)
290,163,Desperado (1995)
290,315,"Specialist, The (1994)"
291,332,Village of the Damned (1995)
291,175,Kids (1995)
291,121,"Boys of St. Vincent, The (1992)"
291,238,Far From Home: The Adventures of Yellow Dog (1995)
291,653,Dragonheart (1996)
292,333,Tommy Boy (1995)
292,21,Get Shorty (1995)
292,726,Last Dance (1996)
292,75,Big Bully (1996)
292,700,Angus (1995)
293,334,Vanya on 42nd Street (1994)
293,515,"Remains of the Day, The (1993)"
293,150,Apollo 13 (1995)
293,34,Babe (1995)
293,210,Wild Bill (1995)
294,335,Underneath (1995)
294,252,I.Q. (1994)
294,19,Ace Ventura: When Nature Calls (1995)
294,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
294,665,Underground (1995)
295,336,"Walking Dead, The (1995)"
295,495,In the Realm of the Senses (Ai no corrida) (1976)
295,478,Jimmy Hollywood (1994)
295,390,Faster Pussycat! Kill! Kill! (1965)
295,17,Sense and Sensibility (1995)
296,337,What's Eating Gilbert Grape (1993)
296,341,Double Happiness (1994)
296,289,Only You (1994)
296,650,Moll Flanders (1996)
296,378,Speechless (1994)
297,338,Virtuosity (1995)
297,724,"Craft, The (1996)"
297,748,"Arrival, The (1996)"
297,26,Othello (1995)
297,423,Blown Away (1994)
298,339,While You Were Sleeping (1995)
298,287,Nina Takes a Lover (1994)
298,75,Big Bully (1996)
298,700,Angus (1995)
298,346,Backbeat (1993)
299,340,"War, The (1994)"
299,13,Balto (1995)
299,374,Richie Rich (1994)
299,137,Man of the Year (1995)
299,108,Catwalk (1996)
300,341,Double Happiness (1994)
300,574,Spanking the Monkey (1994)
300,711,Flipper (1996)
300,507,"Perfect World, A (1993)"
300,270,Love Affair (1994)
301,342,Muriel's Wedding (1994)
301,327,Tank Girl (1995)
301,195,Something to Talk About (1995)
301,733,"Rock, The (1996)"
301,276,Milk Money (1994)
302,343,"Baby-Sitters Club, The (1995)"
302,239,"Goofy Movie, A (1995)"
302,310,Rent-a-Kid (1995)
302,177,Lord of Illusions (1995)
302,608,Fargo (1996)
303,344,Ace Ventura: Pet Detective (1994)
303,176,Living in Oblivion (1995)
303,193,Showgirls (1995)
303,306,Three Colors: Red (Trois couleurs: Rouge) (1994)
303,695,True Crime (1996)
304,345,"Adventures of Priscilla, Queen of the Desert, The (1994)"
304,355,"Flintstones, The (1994)"
304,611,Hellraiser: Bloodline (1996)
304,695,True Crime (1996)
304,48,Pocahontas (1995)
305,346,Backbeat (1993)
305,287,Nina Takes a Lover (1994)
305,18,Four Rooms (1995)
305,674,Barbarella (1968)
305,381,When a Man Loves a Woman (1994)
306,347,Bitter Moon (1992)
306,459,"Getaway, The (1994)"
306,128,Jupiter's Wife (1994)
306,175,Kids (1995)
306,80,"White Balloon, The (Badkonake sefid) (1995)"
307,348,Bullets Over Broadway (1994)
307,547,Surviving the Game (1994)
307,261,Little Women (1994)
